paper_id	venue	authors	year	title	index_keys	author_keys	abstract
7D5CC2B7	Neural Information Processing Systems	nicolo cesabianchi + claudio gentile	2006	Improved risk tail bounds for on-line algorithms	 + uniform convergence + risk analysis		"
-Tight bounds are derived on the risk of models in the ensemble generated by incremental training of an arbitrary learning algorithm. The result is based on proof techniques that are remarkably different from the standard risk analysis based on uniform convergence arguments, and improves on previous bounds published by the same authors.
"
7F5FB6F9	Neural Information Processing Systems	zoubin ghahramani + yiming yang + jian zhang	2006	Learning Multiple Related Tasks using Latent Independent Component Analysis	 + independent component analysis + point estimation + laplace distribution + probabilistic model		"
We propose a probabilistic model based on Independent Component Analysis for learning multiple related tasks. In our model the task parameters are assumed to be generated from independent sources which account for the relatedness of the tasks. We use Laplace distributions to model hidden sources which makes it possible to identify the hidden, independent components instead of just modeling correlations. Furthermore, our model enjoys a sparsity property which makes it both parsimonious and robust. We also propose efficient algorithms for both empirical Bayes method and point estimation. Our experimental results on two multi-label text classification data sets show that the proposed approach is promising.
"
7D27EDFC	Neural Information Processing Systems	edward snelson + zoubin ghahramani	2006	Sparse Gaussian processes using pseudo-inputs	 + regression model + gaussian process		"
We present a new Gaussian process (GP) regression model whose covariance is parameterized by the the locations of M pseudo-input points, which we learn by a gradient based optimization. We take M N , where N is the number of real data points, and hence obtain a sparse regression method which has O(M 2N ) training cost and O(M 2) prediction cost per test case. We also find hyperparameters of the covariance function in the same joint optimization. The method can be viewed as a Bayesian regression model with particular input dependent noise. The method turns out to be closely related to several other sparse GP approaches, and we discuss the relation in detail. We finally demonstrate its performance on some large data sets, and make a direct comparison to other sparse GP methods. We show that our method can match full GP performance with small M , i.e. very sparse solutions, and it significantly outperforms other approaches in this regime.
"
7FE9047E	Neural Information Processing Systems	richard h r hahnloser + marton g danoczy	2006	Efficient estimation of hidden state dynamics from spike trains	computational complexity + markov model		"
Neurons can have rapidly changing spike train statistics dictated by the underlying network excitability or behavioural state of an animal. To estimate the time course of such state dynamics from single- or multiple neuron recordings, we have developed an algorithm that maximizes the likelihood of observed spike trains by optimizing the state lifetimes and the state-conditional interspike-interval (ISI) distributions. Our nonparametric algorithm is free of time-binning and spike-counting problems and has the computational complexity of a Mixed-state Markov Model operating on a state sequence of length equal to the total number of recorded spikes. As an example, we fit a two-state model to paired recordings of premotor neurons in the sleeping songbird. We find that the two state-conditional ISI functions are highly similar to the ones measured during waking and singing, respectively.
"
80630EA3	Neural Information Processing Systems	ralf herbrich + thomas p minka + thore graepel	2006	TrueSkill™: A Bayesian Skill Rating System	message passing + factor graph + machine learning		"
s2
"
7F54C540	Neural Information Processing Systems	kuangchih lee + lorenzo torresani	2006	Large Margin Component Analysis	 + support vector machine + k nearest neighbor		"
Metric learning has been shown to significantly improve the accuracy of k-nearest neighbor (kNN) classification. In problems involving thousands of features, distance learning algorithms cannot be used due to overfitting and high computational complexity. In such cases, previous work has relied on a two-step solution: first apply dimensionality reduction methods to the data, and then learn a metric in the resulting low-dimensional subspace. In this paper we show that better classification performance can be achieved by unifying the objectives of dimensionality reduction and metric learning. We propose a method that solves for the low-dimensional projection of the inputs, which minimizes a metric objective aimed at separating points in different classes by a large margin. This projection is defined by a significantly smaller number of parameters than metrics learned in input space, and thus our optimization reduces the risks of overfitting. Theory and results are presented for both a linear as well as a kernelized version of the algorithm. Overall, we achieve classification rates similar, and in several cases superior, to those of support vector machines.
"
7D3C36A7	Neural Information Processing Systems	yoram singer + jitendra malik + andrea frome	2006	Image Retrieval and Classification Using Local Distance Functions	object recognition +  + distance function + image retrieval		"
In this paper we introduce and experiment with a framework for learning local perceptual distance functions for visual recognition. We learn a distance function for each training image as a combination of elementary distances between patch-based visual features. We apply these combined local distance functions to the tasks of image retrieval and classification of novel images. On the Caltech 101 object recognition benchmark, we achieve 60.3% mean recognition across classes using 15 training images per class, which is better than the best published performance by Zhang, et al.
"
810E979A	Neural Information Processing Systems	shaun p vecera + michael shettel + michael c mozer	2006	Top-Down Control of Visual Attention: A Rational Account	probabilistic model + parallel processing + attentional control + top down		"
Theories of visual attention commonly posit that early parallel processes extract conspicuous features such as color contrast and motion from the visual field. These features are then combined into a saliency map, and attention is directed to the most salient regions first. Top-down attentional control is achieved by modulating the contribution of different feature types to the saliency map. A key source of data concerning attentional control comes from behavioral studies in which the effect of recent experience is examined as individuals repeatedly perform a perceptual discrimination task (e.g., “what shape is the odd-colored object?”). The robust finding is that repetition of features of recent trials (e.g., target color) facilitates performance. We view this facilitation as an adaptation to the statistical structure of the environment. We propose a probabilistic model of the environment that is updated after each trial. Under the assumption that attentional control operates so as to make performance more efficient for more likely environmental states, we obtain parsimonious explanations for data from four different experiments. Further, our model provides a rational explanation for why the influence of past experience on attentional control is short lived.
"
7D76B7D9	Neural Information Processing Systems	daniel tarlow + john c duchi + daphne koller + gal elidan	2006	Using Combinatorial Optimization within Max-Product Belief Propagation	bipartite matching + belief propagation + minimum cut + correspondence problem + combinatorial optimization + mutual exclusion		"
In general, the problem of computing a maximum a posteriori (MAP) assignment in a Markov random eld (MRF) is computationally intractable. However, in certain subclasses of MRF, an optimal or close-to-optimal assignment can be found very ef ciently using combinatorial optimization algorithms: certain MRFs with mutual exclusion constraints can be solved using bipartite matching, and MRFs with regular potentials can be solved using minimum cut methods. However, these solutions do not apply to the many MRFs that contain such tractable components as sub-networks, but also other non-complying potentials. In this paper, we present a new method, called COMPOSE, for exploiting combinatorial optimization for sub-networks within the context of a max-product belief propagation algorithm. COMPOSE uses combinatorial optimization for computing exact maxmarginals for an entire sub-network; these can then be used for inference in the context of the network as a whole. We describe highly ef cient methods for computing max-marginals for subnetworks corresponding both to bipartite matchings and to regular networks. We present results on both synthetic and real networks encoding correspondence problems between images, which involve both matching constraints and pairwise geometric constraints. We compare to a range of current methods, showing that the ability of COMPOSE to transmit information globally across the network leads to improved convergence, decreased running time, and higher-scoring assignments.
"
7F5E0D39	Neural Information Processing Systems	kenneth kreutzdelgado + bhaskar d rao + david wipf + jason a palmer	2006	Variational EM Algorithms for Non-Gaussian Latent Variable Models	em algorithm + ensemble learning + latent variable model		"
We consider criteria for variational representations of non-Gaussian latent variables, and derive variational EM algorithms in general form. We establish a general equivalence among convex bounding methods, evidence based methods, and ensemble learning/Variational Bayes methods, which has previously been demonstrated only for particular cases.
"
7D9F1C23	Neural Information Processing Systems	daniel b neill + gregory f cooper + andrew w moore	2006	A Bayesian Spatial Scan Statistic	 + bayesian method + bayesian statistics + false positive + random testing		"
We propose a new Bayesian method for spatial cluster detection, the “Bayesian spatial scan statistic,” and compare this method to the standard (frequentist) scan statistic approach. We demonstrate that the Bayesian statistic has several advantages over the frequentist approach, including increased power to detect clusters and (since randomization testing is unnecessary) much faster runtime. We evaluate the Bayesian and frequentist methods on the task of prospective disease surveillance: detecting spatial clusters of disease cases resulting from emerging disease outbreaks. We demonstrate that our Bayesian methods are successful in rapidly detecting outbreaks while keeping number of false positives low.
"
7EDAE2BD	Neural Information Processing Systems	francois laviolette + mario marchand + mohak shah	2006	A PAC-Bayes approach to the Set Covering Machine	set cover		"
We design a new learning algorithm for the Set Covering Machine from a PAC-Bayes perspective and propose a PAC-Bayes risk bound which is minimized for classi¯ers achieving a non trivial margin-sparsity trade-o®.
"
7CF83A05	Neural Information Processing Systems	christopher r genovese + jeff schneider + lawrence h wasserman + robert c nichol + brent bryan + christopher j miller	2006	Active Learning For Identifying Function Threshold Boundaries	active learning		"
We present an efficient algorithm to actively select queries for learning the boundaries separating a function domain into regions where the function is above and below a given threshold. We develop experiment selection methods based on entropy, misclassification rate, variance, and their combinations, and show how they perform on a number of data sets. We then show how these algorithms are used to determine simultaneously valid 1 − α confidence intervals for seven cosmological parameters. Experimentation shows that the algorithm reduces the computation necessary for the parameter estimation problem by an order of magnitude.
"
7FE26B5E	Neural Information Processing Systems	daniel j navarro + thomas l griffiths	2006	A Nonparametric Bayesian Method for Inferring Features From Similarity Judgments	bayesian approach + bayesian method + bayesian statistics + parameter estimation		"
The additive clustering model is widely used to infer the features of a set of stimuli from their similarities, on the assumption that similarity is a weighted linear function of common features. This paper develops a fully Bayesian formulation of the additive clustering model, using methods from nonparametric Bayesian statistics to allow the number of features to vary. We use this to explore several approaches to parameter estimation, showing that the nonparametric Bayesian approach provides a straightforward way to obtain estimates of both the number of features used in producing similarity judgments and their importance.
"
7F480B5C	Neural Information Processing Systems	michael herrmann + anna levina + theo geisel	2006	Dynamical synapses give rise to a power-law distribution of neuronal avalanches	power law + power law distribution + neural network		"
There is experimental evidence that cortical neurons show avalanche activity with the intensity of firing events being distributed as a power-law. We present a biologically plausible extension of a neural network which exhibits a power-law avalanche distribution for a wide range of connectivity parameters.
"
7FEC596E	Neural Information Processing Systems	shriram sarvotham + dror baron + richard g baraniuk + michael b wakin + marco f duarte	2006	Recovery of Jointly Sparse Signals from Few Random Projections	information theory + sensor network + compressed sensing		"
Compressed sensing is an emerging field based on the revelation that a small group of linear projections of a sparse signal contains enough information for reconstruction. In this paper we introduce a new theory for distributed compressed sensing (DCS) that enables new distributed coding algorithms for multi-signal ensembles that exploit both intra- and inter-signal correlation structures. The DCS theory rests on a new concept that we term the joint sparsity of a signal ensemble. We study three simple models for jointly sparse signals, propose algorithms for joint recovery of multiple signals from incoherent projections, and characterize theoretically and empirically the number of measurements per sensor required for accurate reconstruction. In some sense DCS is a framework for distributed compression of sources with memory, which has remained a challenging problem in information theory for some time. DCS is immediately applicable to a range of problems in sensor networks and arrays.
"
7FE1CDEB	Neural Information Processing Systems	christopher k i williams + neil mcintosh + j quinn	2006	Factorial Switching Kalman Filters for Condition Monitoring in Neonatal Intensive Care	time series + time series data + kalman filter		"
The observed physiological dynamics of an infant receiving intensive care are affected by many possible factors, including interventions to the baby, the operation of the monitoring equipment and the state of health. The Factorial Switching Kalman Filter can be used to infer the presence of such factors from a sequence of observations, and to estimate the true values where these observations have been corrupted. We apply this model to clinical time series data and show it to be effective in identifying a number of artifactual and physiological patterns.
"
808B2419	Neural Information Processing Systems	adam p arkin + patrick flaherty + michael i jordan	2006	Robust design of biological experiments	 + experience design + calcium signaling + design of experiment + parameter estimation		"
We address the problem of robust, computationally-efficient design of biological experiments. Classical optimal experiment design methods have not been widely adopted in biological practice, in part because the resulting designs can be very brittle if the nominal parameter estimates for the model are poor, and in part because of computational constraints. We present a method for robust experiment design based on a semidefinite programming relaxation. We present an application of this method to the design of experiments for a complex calcium signal transduction pathway, where we have found that the parameter estimates obtained from the robust design are better than those obtained from an “optimal” design.
"
7FEA17D3	Neural Information Processing Systems	ke huang + selin aviyente	2006	Sparse Representation for Signal Classification	missing data + signal reconstruction + objective function + sparse representation		"
In this paper, application of sparse representation (factorization) of signals over an overcomplete basis (dictionary) for signal classification is discussed. Searching for the sparse representation of a signal over an overcomplete dictionary is achieved by optimizing an objective function that includes two terms: one that measures the signal reconstruction error and another that measures the sparsity. This objective function works well in applications where signals need to be reconstructed, like coding and denoising. On the other hand, discriminative methods, such as linear discriminative analysis (LDA), are better suited for classification tasks. However, discriminative methods are usually sensitive to corruption in signals due to lacking crucial properties for signal reconstruction. In this paper, we present a theoretical framework for signal classification with sparse representation. The approach combines the discrimination power of the discriminative methods with the reconstruction property and the sparsity of the sparse representation that enables one to deal with signal corruptions: noise, missing data and outliers. The proposed approach is therefore capable of robust classification with a sparse representation of signals. The theoretical results are demonstrated with signal classification tasks, showing that the proposed approach outperforms the standard discriminative methods and the standard sparse representation in the case of corrupted signals.
"
7D7EDADE	Neural Information Processing Systems	partha niyogi + mikhail a belkin + hariharan narayanan	2006	On the Relation Between Low Density Separation, Spectral Clustering and Graph Cuts	semi supervised learning + spectral clustering + probability density + graph cut + probability distribution	Clustering + Semi-Supervised Learning	"
One of the intuitions underlying many graph-based methods for clustering and semi-supervised learning, is that class or cluster boundaries pass through areas of low probability density. In this paper we provide some formal analysis of that notion for a probability distribution. We introduce a notion of weighted boundary volume, which measures the length of the class/cluster boundary weighted by the density of the underlying probability distribution. We show that sizes of the cuts of certain commonly used data adjacency graphs converge to this continuous weighted volume of the boundary.
"
80AEAC28	Neural Information Processing Systems	zhenyue zhang + hongyuan zha	2006	A Domain Decomposition Method for Fast Manifold Learning	manifold learning + domain decomposition		"
We propose a fast manifold learning algorithm based on the methodology of domain decomposition. Starting with the set of sample points partitioned into two subdomains, we develop the solution of the interface problem that can glue the embeddings on the two subdomains into an embedding on the whole domain. We provide a detailed analysis to assess the errors produced by the gluing process using matrix perturbation theory. Numerical examples are given to illustrate the efficiency and effectiveness of the proposed methods.
"
7FD96886	Neural Information Processing Systems	yoram singer + shai shalevshwartz	2006	Convex Repeated Games and Fenchel Duality	 + repeated game + game theory + convex optimization		"
We describe an algorithmic framework for an abstract game which we term a convex repeated game. We show that various online learning and boosting algorithms can be all derived as special cases of our algorithmic framework. This unified view explains the properties of existing algorithms and also enables us to derive several new interesting algorithms. Our algorithmic framework stems from a connection that we build between the notions of regret in game theory and weak duality in convex optimization.
"
7D50A972	Neural Information Processing Systems	maxim raginsky + svetlana lazebnik	2006	Estimation of Intrinsic Dimensionality Using High-Rate Vector Quantization	 + quantization error + probability distribution		"
We introduce a technique for dimensionality estimation based on the notion of quantization dimension, which connects the asymptotic optimal quantization error for a probability distribution on a manifold to its intrinsic dimension. The definition of quantization dimension yields a family of estimation algorithms, whose limiting case is equivalent to a recent method based on packing numbers. Using the formalism of high-rate vector quantization, we address issues of statistical consistency and analyze the behavior of our scheme in the presence of noise.
"
7FCD62F8	Neural Information Processing Systems	david forsyth + j m edwards	2006	Searching for Character Models	prediction model		"
We introduce a method to automatically improve character models for a handwritten script without the use of transcriptions and using a minimum of document specific training data. We show that we can use searches for the words in a dictionary to identify portions of the document whose transcriptions are unambiguous. Using templates extracted from those regions, we retrain our character prediction model to drastically improve our search retrieval performance for words in the document.
"
8178C161	Neural Information Processing Systems	chris poultney + sumit chopra + yann le cun + marcaurelio ranzato	2006	Efficient learning of sparse representations with an energy-based model	sparse representation + sparse coding		"
We describe a novel unsupervised method for learning sparse, overcomplete features. The model uses a linear encoder, and a linear decoder preceded by a sparsifying non-linearity that turns a code vector into a quasi-binary sparse code vector. Given an input, the optimal code minimizes the distance between the output of the decoder and the input patch while being as similar as possible to the encoder output. Learning proceeds in a two-phase EM-like fashion: (1) compute the minimum-energy code vector, (2) adjust the parameters of the encoder and decoder so as to decrease the energy. The model produces “stroke detectors” when trained on handwritten numerals, and Gabor-like filters when trained on natural image patches. Inference and learning are very fast, requiring no preprocessing, and no expensive sampling. Using the proposed unsupervised method to initialize the first layer of a convolutional network, we achieved an error rate slightly lower than the best reported result on the MNIST dataset. Finally, an extension of the method is described to learn topographical filter maps.
"
7EE8F5F1	Neural Information Processing Systems	bernd porr + minija tamosiunaite + florentin worgotter	2006	Temporally changing synaptic plasticity	back propagation + winner take all + synaptic plasticity		"

"
8051CCB1	Neural Information Processing Systems	konrad p kording + reza shadmehr + joshua b tenenbaum	2006	Multiple timescales and uncertainty in motor adaptation	motor system + nervous system		"
Our motor system changes due to causes that span multiple timescales. For example, muscle response can change because of fatigue, a condition where the disturbance has a fast timescale or because of disease where the disturbance is much slower. Here we hypothesize that the nervous system adapts in a way that reflects the temporal properties of such potential disturbances. According to a Bayesian formulation of this idea, movement error results in a credit assignment problem: what timescale is responsible for this disturbance? The adaptation schedule influences the behavior of the optimal learner, changing estimates at different timescales as well as the uncertainty. A system that adapts in this way predicts many properties observed in saccadic gain adaptation. It well predicts the timecourses of motor adaptation in cases of partial sensory deprivation and reversals of the adaptation direction.
"
7D7EA73A	Neural Information Processing Systems	kwabena boahen + john v arthur	2006	Learning in Silicon: Timing is Everything	synaptic plasticity + chip + neural code + theta rhythm		"
We describe a neuromorphic chip that uses binary synapses with spike timing-dependent plasticity (STDP) to learn stimulated patterns of activity and to compensate for variability in excitability. Specifically, STDP preferentially potentiates (turns on) synapses that project from excitable neurons, which spike early, to lethargic neurons, which spike late. The additional excitatory synaptic current makes lethargic neurons spike earlier, thereby causing neurons that belong to the same pattern to spike in synchrony. Once learned, an entire pattern can be recalled by stimulating a subset.
"
7D16681D	Neural Information Processing Systems	yuan qi + tommi s jaakkola	2006	Parameter Expanded Variational Bayesian Methods	expectation maximization + convergence rate + bayesian inference + bayesian method		"
Bayesian inference has become increasingly important in statistical machine learning. Exact Bayesian calculations are often not feasible in practice, however. A number of approximate Bayesian methods have been proposed to make such calculations practical, among them the variational Bayesian (VB) approach. The VB approach, while useful, can nevertheless suffer from slow convergence to the approximate solution. To address this problem, we propose Parameter-eXpanded Variational Bayesian (PX-VB) methods to speed up VB. The new algorithm is inspired by parameter-expanded expectation maximization (PX-EM) and parameterexpanded data augmentation (PX-DA). Similar to PX-EM and -DA, PX-VB expands a model with auxiliary variables to reduce the coupling between variables in the original model. We analyze the convergence rates of VB and PX-VB and demonstrate the superior convergence rates of PX-VB in variational probit regression and automatic relevance determination.
"
7D987583	Neural Information Processing Systems	r b rao + balaji krishnapuram + murat dundar + glenn m fung	2006	Multiple Instance Learning for Computer Aided Diagnosis	convex hull + global optimization		"
Many computer aided diagnosis (CAD) problems can be best modelled as a multiple-instance learning (MIL) problem with unbalanced data: i.e. , the training data typically consists of a few positive bags, and a very large number of negative instances. Existing MIL algorithms are much too computationally expensive for these datasets. We describe CH, a framework for learning a Convex Hull representation of multiple instances that is significantly faster than existing MIL algorithms. Our CH framework applies to any standard hyperplane-based learning algorithm, and for some algorithms, is guaranteed to find the global optimal solution. Experimental studies on two different CAD applications further demonstrate that the proposed algorithm significantly improves diagnostic accuracy when compared to both MIL and traditional classifiers. Although not designed for standard MIL problems (which have both positive and negative bags and relatively balanced datasets), comparisons against other MIL methods on benchmark problems also indicate that the proposed method is competitive with the state-of-the-art.
"
809F7503	Neural Information Processing Systems	nando de freitas + peter carbonetto	2006	Conditional mean field	mean field + mean field approximation + probabilistic model + mean field theory + sequential monte carlo + spin glass + variational method + loopy belief propagation		"
Despite all the attention paid to variational methods based on sum-product message passing (loopy belief propagation, tree-reweighted sum-product), these methods are still bound to inference on a small set of probabilistic models. Mean field approximations have been applied to a broader set of problems, but the solutions are often poor. We propose a new class of conditionally-specified variational approximations based on mean field theory. While not usable on their own, combined with sequential Monte Carlo they produce guaranteed improvements over conventional mean field. Moreover, experiments on a well-studied probleminferring the stable configurations of the Ising spin glass-show that the solutions can be significantly better than those obtained using sum-product-based methods.
"
7FDA1DE1	Neural Information Processing Systems	christin schafer + gabriel curio + steven lemm	2006	Aggregating Classification Accuracy across Time: Application to Single Trial EEG	binary classification + time series + error rate		"
We present a method for binary on-line classification of triggered but temporally blurred events that are embedded in noisy time series in the context of on-line discrimination between left and right imaginary hand-movement. In particular the goal of the binary classicfiation problem is to obtain the decision, as fast and as reliably as possible from the recorded EEG single trials. To provide a probabilistic decision at every time-point t the presented method gathers information from two distinct sequences of features across time. In order to incorporate decisions from prior time-points we suggest an appropriate weighting scheme, that emphasizes time instances, providing a higher discriminatory power between the instantaneous class distributions of each feature, where the discriminatory power is quantiefid in terms of the Bayes error of misclassification. The effectiveness of this procedure is veriefid by its successful application in the 3rd BCI competition. Disclosure of the data after the competition revealed this approach to be superior with single trial error rates as low as 10.7, 11.5 and 16.7% for the three different subjects under study.
"
7E38C0CD	Neural Information Processing Systems	alexander sorokin + himanshu arora + nicolas loeff + david forsyth	2006	Efficient Unsupervised Learning for Localization and Detection in Object Categories	coordinate system + image features + comparative method + unsupervised learning		"
We describe a novel method for learning templates for recognition and localization of objects drawn from categories. A generative model represents the configuration of multiple object parts with respect to an object coordinate system; these parts in turn generate image features. The complexity of the model in the number of features is low, meaning our model is much more efficient to train than comparative methods. Moreover, a variational approximation is introduced that allows learning to be orders of magnitude faster than previous approaches while incorporating many more features. This results in both accuracy and localization improvements. Our model has been carefully tested on standard datasets; we compare with a number of recent template models. In particular, we demonstrate state-of-the-art results for detection and localization.
"
7EFC9DE6	Neural Information Processing Systems	kenneth w church + ping li + trevor hastie	2006	Conditional Random Sampling: A Sketch-based Sampling Technique for Sparse Data	data mining + sparse data + sample size determination + information retrieval + query optimization + random sampling + sampling technique		"
We1 develop Conditional Random Sampling (CRS), a technique particularly suitable for sparse data. In large-scale applications, the data are often highly sparse. CRS combines sketching and sampling in that it converts sketches of the data into conditional random samples online in the estimation stage, with the sample size determined retrospectively. This paper focuses on approximating pairwise l2 and l1 distances and comparing CRS with random projections. For boolean (0/1) data, CRS is provably better than random projections. We show using real-world data that CRS often outperforms random projections. This technique can be applied in learning, data mining, information retrieval, and database query optimizations.
"
7E506CD6	Neural Information Processing Systems	rebecca saxe + joshua b tenenbaum + chris l baker	2006	Bayesian models of human action understanding	bayesian model		"
We present a Bayesian framework for explaining how people reason about and predict the actions of an intentional agent, based on observing its behavior. Action-understanding is cast as a problem of inverting a probabilistic generative model, which assumes that agents tend to act rationally in order to achieve their goals given the constraints of their environment. Working in a simple sprite-world domain, we show how this model can be used to infer the goal of an agent and predict how the agent will act in novel situations or when environmental constraints change. The model provides a qualitative account of several kinds of inferences that preverbal infants have been shown to perform, and also fits quantitative predictions that adult observers make in a new experiment.
"
