paper_id	venue	authors	year	title	index_keys	author_keys	abstract
8044D952	Knowledge Discovery and Data Mining	raymond j mooney + joydeep ghosh + sugato basu + krupakar v pasupuleti	2001	Evaluating the novelty of text-mined rules using lexical knowledge	 + Triggers and rules + data mining + Document capture + Database management system engines + Information systems + Applied computing + rule based + wordnet + Document management and text processing + Data management systems + text mining + Document analysis + semantic distance	+both human subjects and by our algorithm. By comput- ing correlation coefficients between pairs of human ratings and between human and automatic ratings+we found that	In this paper, we present a new method of estimating the novelty of rules discovered by data-mining methods using WordNet, a lexical knowledge-base of English words. We assess the novelty of a rule by the average semantic distance in a knowledge hierarchy between the words in the antecedent and the consequent of the rule - the more the average distance, more is the novelty of the rule. The novelty of rules extracted by the DiscoTEX text-mining system on Amazon.com book descriptions were evaluated by both human subjects and by our algorithm. By computing correlation coefficients between pairs of human ratings and between human and automatic ratings, we found that the automatic scoring of rules based on our novelty measure correlates with human judgments about as well as human judgments correlate with one another. @Text mining
789DDF24	Knowledge Discovery and Data Mining	llew mason + ron kohavi + zijian zheng	2001	Real world performance of association rule algorithms	 + association rule + market basket analysis + data mining + association rules + Information systems applications + exponential growth + affinity analysis + Data mining + benchmark + Information systems	eol>Data Mining + Association Rules + Benchmark + Comparisons + Frequent Itemsets + Market Basket Analysis + Affinity Analysis	This study compares five well-known association rule algorithms using three real-world datasets and an artificial dataset. The experimental results confirm the performance improvements previously claimed by the authors on the artificial data, but some of these gains do not carry over to the real datasets, indicating overfitting of the algorithms to the IBM artificial dataset. More importantly, we found that the choice of algorithm only matters at support levels that generate more rules than would be useful in practice. For support levels that generate less than 1,000,000 rules, which is much more than humans can handle and is sufficient for prediction purposes where data is loaded into RAM, Apriori finishes processing in less than 10 minutes. On our datasets, we observed super-exponential growth in the number of rules. On one of our datasets, a 0.02% change in the support increased the number of rules from less than a million to over a billion, implying that outside a very narrow range of support values, the choice of algorithm is irrelevant.
7BD5198F	Knowledge Discovery and Data Mining	charu c aggarwal	2001	A human-computer cooperative system for effective high dimensional clustering	 + Retrieval tasks and goals + data mining + Information systems applications + Clustering and classification + Relational database query languages + Information retrieval + knowledge discovery + Data model extensions + Clustering + Data mining + Information systems + self organizing map + high dimensional data + Data management systems + Relational database model + Database design and models + Query languages	No keyword found	High dimensional data has always been a challenge for clustering algorithms because of the inherent sparsity of the points. Therefore, techniques have recently been proposed to find clusters in hidden subspaces of the data. However, since the behavior of the data may vary considerably in different subspaces, it is often difficult to define the notion of a cluster with the use of simple mathematical formalizations. In fact, the meaningfulness and definition of a cluster is best characterized with the use of human intuition. In this paper, we propose a system which performs high dimensional clustering by effective cooperation between the human and the computer. The complex task of cluster creation is accomplished by a combination of human intuition and the computational support provided by the computer. The result is a system which leverages the best abilities of both the human and the computer in order to create very meaningful sets of clusters in high dimensionality.
7B6C0DF2	Knowledge Discovery and Data Mining	yungseop lee + andreas buja	2001	Data mining criteria for tree-based regression and classification	 + Cluster analysis + Trees + data mining + Learning paradigms + Information systems applications + Computing methodologies + classification tree + Graph theory + Regression analysis + Data mining + Unsupervised learning + Information systems + Statistical paradigms + Machine learning + Machine learning approaches + Discrete mathematics + Probability and statistics + Mathematics of computing + Factorization methods + Canonical correlation analysis	No keyword found	"This paper is concerned with the construction of regression and classification trees that are more adapted to data mining applications than conventional trees. To this end, we propose new splitting criteria for growing trees. Conventional splitting criteria attempt to perform well on both sides of a split by attempting a compromise in the quality of fit between the left and the right side. By contrast, we adopt a data mining point of view by proposing criteria that search for interesting subsets of the data, as opposed to modeling all of the data equally well. The new criteria do not split based on a compromise between the left and the right bucket; they effectively pick the more interesting bucket and ignore the other.As expected, the result is often a simpler characterization of interesting subsets of the data. Less expected is that the new criteria often yield whole trees that provide more interpretable data descriptions. Surprisingly, it is a ""flaw"" that works to their advantage: The new criteria have an increased tendency to accept splits near the boundaries of the predictor ranges. This so-called ""end-cut problem"" leads to the repeated peeling of small layers of data and results in very unbalanced but highly expressive and interpretable trees."
5932A388	Knowledge Discovery and Data Mining	joe ng + michael k ng + joshua zhexue huang + david w cheung + waiki ching	2001	A Cube Model and Cluster Analysis for Web Access Sessions	algorithm design + web accessibility + indexation + sequential analysis + cluster analysis + data structure + data representation + application server + data mining + three dimensions + categorical data + e commerce		Identification of the navigational patterns of casual visitors is an important step in online recommendation to convert casual visitors to customers in e-commerce. Clustering and sequential analysis are two primary techniques for mining navigational patterns from Web and application server logs. The characteristics of the log data and mining tasks require new data representation methods and analysis algorithms to be tested in the e-commerce environment. In this paper we present a cube model to represent Web access sessions for data mining. The cube model organizes session data into three dimensions. The COMPONENT dimension represents a session as a set of ordered components {c 1, c 2,..., c P }, in which each component c i indexes the ith visited page in the session. Each component is associated with a set of attributes describing the page indexed by it, such as the page ID, category and view time spent at the page. The attributes associated with each component are defined in the ATTRIBUTE dimension. The SESSION dimension indexes individual sessions. In the model, irregular sessions are converted to a regular data structure to which existing data mining algorithms can be applied while the order of the page sequences is maintained. A rich set of page attributes is embedded in the model for different analysis purposes. We also present some experimental results of using the partitional clustering algorithm to cluster sessions. Because the sessions are essentially sequences of categories, the k-modes algorithm designed for clustering categorical data and the clustering method using the Markov transition frequency (or probability) matrix, are used to cluster categorical sequences.
7B9C65A0	Knowledge Discovery and Data Mining	sholom m weiss + nitin indurkhya	2001	Solving regression problems with rule-based ensemble classifiers	Triggers and rules +  + regression tree + k means clustering + Retrieval tasks and goals + Information systems applications + Clustering and classification + Information retrieval + Regression analysis + Clustering + Data mining + decision rule + Database management system engines + Information systems + Statistical paradigms + rule based + Data management systems + log likelihood + clustering + Probability and statistics + Mathematics of computing + Robust regression	No keyword found	We describe a lightweight learning method that induces an ensemble of decision-rule solutions for regression problems. Instead of direct prediction of a continuous output variable, the method discretizes the variable by k-means clustering and solves the resultant classification problem. Predictions on new examples are made by averaging the mean values of classes with votes that are close in number to the most likely class. We provide experimental evidence that this indirect approach can often yield strong results for many applications, generally outperforming direct approaches such as regression trees and rivaling bagged regression trees.
77C11E4B	Knowledge Discovery and Data Mining	edwin m knorr + raymond t ng + ruben h zamar	2001	Robust space transformations for distance-based operations	robust estimator +  + Visualization + data mining + Information systems applications + Human-centered computing + randomized algorithm + outliers + outlier detection + Visualization application domains + Information systems + Theory of computation + Geographic visualization + Computational geometry + nearest neighbor search + Numerical analysis + Spatial-temporal systems + Mathematical analysis + Computation of transforms + Mathematics of computing + Randomness, geometry and discrete structures + robust statistics	+Data Mining+Outliers+Distance- based Operations+Robust Statistics+Robust Estimators	"For many KDD operations, such as nearest neighbor search, distance-based clustering, and outlier detection, there is an underlying &kgr;-D data space in which each tuple/object is represented as a point in the space. In the presence of differing scales, variability, correlation, and/or outliers, we may get unintuitive results if an inappropriate space is used.The fundamental question that this paper addresses is: ""What then is an appropriate space?"" We propose using a robust space transformation called the Donoho-Stahel estimator. In the first half of the paper, we show the key properties of the estimator. Of particular importance to KDD applications involving databases is the stability property, which says that in spite of frequent updates, the estimator does not: (a) change much, (b) lose its usefulness, or (c) require re-computation. In the second half, we focus on the computation of the estimator for high-dimensional databases. We develop randomized algorithms and evaluate how well they perform empirically. The novel algorithm we develop called the Hybrid-random algorithm is, in most cases, at least an order of magnitude faster than the Fixed-angle and Subsampling algorithms."
75CCACEF	Knowledge Discovery and Data Mining	yasuhiko morimoto	2001	Mining frequent neighboring class sets in spatial databases	 + Visualization + location based service + Information systems applications + Human-centered computing + euclidean distance + Data mining + Visualization application domains + Information systems + Theory of computation + mobile computer + Geographic visualization + Computational geometry + spatial database + Spatial-temporal systems + Randomness, geometry and discrete structures + mcmc	No keyword found	"We consider the problem of finding neighboring class sets. Objects of each instance of a neighboring class set are grouped using their Euclidean distances from each other. Recently, location-based services are growing along with mobile computing infrastructure such as cellular phones and PDAs. Therefore, we expect to see the development of spatial databases that contains very large number of access records including location information. The most typical type would be a database of point objects. Records of the objects may consist of ""requested service name,"" ""number of packet transmitted"" in addition to x and y coordinate values indicating where the request came from. The algorithm presented here efficiently finds sets of ""service names"" that were frequently close to each other in the spatial database. For example, it may find a frequent neighboring class set, where ""ticket"" and ""timetable"" are frequently requested close to each other. By recognizing this, location-based service providers can promote a ""ticket"" service for customers who access the ""timetable."""
802C44B0	Knowledge Discovery and Data Mining	yehuda koren + david harel	2001	Clustering spatial data using random walks	spatial data +  + Visualization + Probabilistic reasoning algorithms + Data mining + Information systems + random walk + Geographic visualization + Discrete mathematics + Sequential Monte Carlo methods + Probability and statistics + Mathematics of computing + cluster analysis + Markov-chain Monte Carlo methods + Probabilistic algorithms + Retrieval tasks and goals + Information systems applications + Human-centered computing + Clustering and classification + Information retrieval + Graph theory + Clustering + Visualization application domains + spatial database + Spatial-temporal systems + log likelihood + clustering + Graph algorithms	No keyword found	Discovering significant patterns that exist implicitly in huge spatial databases is an important computational task. A common approach to this problem is to use cluster analysis. We propose a novel approach to clustering, based on the deterministic analysis of random walks on a weighted graph generated from the data. Our approach can decompose the data into arbitrarily shaped clusters of different sizes and densities, overcoming noise and outliers that may blur the natural decomposition of the data. The method requires only O(n log n) time, and one of its variants needs only constant space.
76D180FB	Knowledge Discovery and Data Mining	scott spangler + jeffrey thomas kreulen	2001	Knowledge base maintenance using knowledge gap analysis	knowledge base +  + Cluster analysis + distance metric + text clustering + Learning paradigms + Information systems applications + Computing methodologies + Information retrieval + knowledge management + Unsupervised learning + Information systems + cost effectiveness + Machine learning + clustering + text mining	+Categories and Subject Descriptors H.2.8 [Information Systems+Data Mining+H.3.3[Information Search & Retrieval	"As the web and e-business have proliferated, the practice of using customer facing knowledge bases to augment customer service and support operations has increased. This can be a very efficient, scalable and cost effective way to share knowledge. The effectiveness and cost savings are proportional to the utility of the information within the knowledge base and inversely proportional to the amount of labor required in maintaining the knowledge. To address this issue, we have developed an algorithm and methodology to increase the utility of the information within a knowledge base while greatly reducing the labor required.In this paper, we describe an implementation of an algorithm and methodology for comparing a knowledge base to a set of problem tickets to determine which categories and subcategories are not well addressed within the knowledge base. We utilize text clustering on problem ticket text to determine a set of problem categories. We then compare each knowledge base solution document to each problem category centroid using a cosine distance metric. The distance between the ""closest"" solution document and the corresponding centroid becomes the basis of that problem category's ""knowledge gap"". Our claim is that this gap metric serves as a useful method for quickly and automatically determining which problem categories have no relevant solutions in a knowledge base. We have implemented our approach, and we present the results of performing a knowledge gap analysis on a set of support center problem tickets."
0B94683F	Knowledge Discovery and Data Mining	junichi takeuchi + kenji yamanishi	2001	Discovering outlier filtering rules from un-labeled data	 + supervised learning + outlier detection + unsupervised learning		"

"
75CD4112	Knowledge Discovery and Data Mining	jeffery howard + d r mani + andrew betz + james h drew + piew datta	2001	Estimating business targets	 + Cluster analysis + nearest neighbor + Learning paradigms + Machine learning + Information systems applications + Computing methodologies + Data mining + nearest neighbor method + Unsupervised learning + Information systems	+Categories and Subject Descriptors H.2.8[Database Management+Database Applications--data mining+1.5.3[Pattem Recognition+Statistical Keywords Nearest neighbor	Determining and setting maximal revenue expectations or other business performance targets---whether it is for regional company divisions or individual customers---can have profound financial implications. Operational techniques are changed, staffing levels are altered and management attention is re-focused---all in the name of expectations. In practice these expectations are often derived in an ad hoc manner. To address this unsupervised task, we combine nearest neighbor methods and classical statistical methods and derive a new solution to the classical econometric task of frontier analysis. We apply our methodology to two real world business problems in Verizon, a major telecommunications provider in the United States, more specifically in the print yellow page division Verizon Information Services: (1) identifying under marketed customers for targeted upselling campaigns and focused sales attention, and (2) benchmarking regional directory divisions to incent performance improvements. Our analysis uncovers some commercially useful aspects of these domains and by conservative estimates can increase revenue by several million dollars in each domain.
7FDE291E	Knowledge Discovery and Data Mining	eser kandogan	2001	Visualizing multi-dimensional clusters, trends, and outliers using star coordinates	 + Visualization + Information systems applications + Human-centered computing + knowledge discovery + Data mining + Visualization application domains + Information systems + Geographic visualization + Spatial-temporal systems + hierarchical clustering + Probability and statistics + interactive visualization + Mathematics of computing + Distribution functions	No keyword found	Interactive visualizations are effective tools in mining scientific, engineering, and business data to support decision-making activities. Star Coordinates is proposed as a new multi-dimensional visualization technique, which supports various interactions to stimulate visual thinking in early stages of knowledge discovery process. In Star Coordinates, coordinate axes are arranged on a two-dimensional surface, where each axis shares the same origin point. Each multi-dimensional data element is represented by a point, where each attribute of the data contributes to its location through uniform encoding. Interaction features of Star Coordinates provide users the ability to apply various transformations dynamically, integrate and separate dimensions, analyze correlations of multiple dimensions, view clusters, trends, and outliers in the distribution of data, and query points based on data ranges. Our experience with Star Coordinates shows that it is particularly useful for the discovery of hierarchical clusters, and analysis of multiple factors providing insight in various real datasets including telecommunications churn.
75382B4E	Knowledge Discovery and Data Mining	w k heuser + martin j wieczorek + udo grimmer + edgar hotz + gholamreza nakhaeizadeh	2001	REVI-MINER, a KDD-environment for deviation detection and analysis of warranty and goodwill cost statements in automotive industry	 + automotive industry + data cleaning + data mining + process model + machine learning	+General Terms Management+Measurement+Economics. Keywords Data Mining+deviation detection+data cleaning	REVI-MINER is a KDD-environment which supports the detection and analysis of deviations in warranty and goodwill cost statements. The system was developed within the framework of a cooperation between DaimlerChrysler Research & Technology and Global Service and Parts (GSP) and is based upon the CRISP-DM methodology as a widely accepted process model for the solution of Data Mining problems. Also, we have implemented different approaches based on Machine learning and statistics which can be utilized for data cleaning in the preprocessing phase. The Data Mining models applied have been developed by using a statistical deviation detection approach. The tool supports controllers in their task of auditing the authorized repair shops. In this paper we describe the development phases which have led to REVI-MINER.
78D2DA0C	Knowledge Discovery and Data Mining	vasant honavar + dianne cook + doina caragea	2001	Gaining insights into support vector machine pattern classifiers using projection-based tour methods	 + visualization + support vector machines + Simulation types and techniques + Learning paradigms + Computing methodologies + classification + support vector machine + Modeling and simulation + Visual analytics + Supervised learning + Classification and regression trees + Machine learning + multivariate data + Machine learning approaches + Supervised learning by classification	+cation+support vector machines+tours+classification+mul	This paper discusses visual methods that can be used to understand and interpret the results of classification using support vector machines (SVM) on data with continuous real-valued variables. SVM induction algorithms build pattern classifiers by identifying a maximal margin separating hyperplane from training examples in high dimensional pattern spaces or spaces induced by suitable nonlinear kernel transformations over pattern spaces. SVM have been demonstrated to be quite effective in a number of practical pattern classification tasks. Since the separating hyperplane is defined in terms of more than two variables it is necessary to use visual techniques that can navigate the viewer through high-dimensional spaces. We demonstrate the use of projection-based tour methods to gain useful insights into SVM classifiers with linear kernels on 8-dimensional data.
7562FA36	Knowledge Discovery and Data Mining	christoph hueglin + francesco vannotti	2001	Data mining techniques to improve forecast accuracy in airline business	logistic regression model +  + decision tree + predictive model + prediction model + data mining + Information systems applications + classification tree + logistic regression + Information systems	+Categories and Subject Descriptors H.2.8 [Database Applications+Data Mining. General Terms Algorithms+Measurement+Performance. Keywords Decision tree+CART+logistic regression+predictive model	Predictive models developed by applying Data Mining techniques are used to improve forecasting accuracy in the airline business. In order to maximize the revenue on a flight, the number of seats available for sale is typically higher than the physical seat capacity (overbooking). To optimize the overbooking rate, an accurate estimation of the number of no-show passengers (passengers who hold a valid booking but do not appear at the gate to board for the flight) is essential. Currently, no-shows on future flights are estimated from the number of no-shows on historical flights averaged on booking class level. In this work, classification trees and logistic regression models are applied to estimate the probability that an individual passenger turns out to be a no-show. Passenger information stored in the reservation system of the airline is either directly used as explanatory variable or used to create attributes that have an impact on the probability of a passenger to be a no-show. The total number of no-shows in each booking class or on the total flight is then obtained by accumulating the individual no-show probabilities over the entity of interest. We show that this forecasting approach is more accurate than the currently used method. In addition, the selected models lead to a deepened insight into passenger behavior.
5EAE61D4	Knowledge Discovery and Data Mining	dimitrios katsaros + alexandros nanopoulos + yannis manolopoulos	2001	Exploiting Web Log Mining for Web Cache Enhancement	association rule + association rules + operating system + prediction	Prediction + Web Log Mining + Web Caching + Prefetching + Association rules	Improving the performance of the Web is a crucial requirement, since its popularity resulted in a large increase in the user perceived latency. In this paper, we describe a Web caching scheme that capitalizes on prefetching. Prefetching refers to the mechanism of deducing forthcoming page accesses of a client, based on access log information. Web log mining methods are exploited to provide effective prediction of Web-user accesses. The proposed scheme achieves a coordination between the two techniques (i.e., caching and prefetching). The prefetched documents are accommodated in a dedicated part of the cache, to avoid the drawback of incorrect replacement of requested documents. The requirements of the Web are taken into account, compared to the existing schemes for buffer management in database and operating systems. Experimental results indicate the superiority of the proposed method compared to the previous ones, in terms of improvement in cache performance.
